"View Memo for #%s","Bekijk bericht voor #%s"
"View Shipment","Bekijk zending"
"View Statistics For:","Bekijk statistieken voor:"
"Visibility:","Zichtbaarheid"
"Warning","Waarschuwing"
"Warning! Empty value can cause problems with CSV format.","LET OP! Lege waarde kan problemen veroorzaken met het CSV-formaat."
"Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?","Waarschuwing! Deze actie verwijdert deze gebruiker van de al bestaande rol. Weet u het zeker?"
"Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?","Waarschuwing! Deze actie zal de gebruikers verwijderen die al zijn toegewezen. Weet u het zeker?"
"Warning: Please do not close the window during importing/exporting data","Waarschuwing: Sluit het venster niet tijdens het importeren/exporteren van de gegevens"
"Watermark File for %s","Watermerk-bestand voor %s"
"We appreciate our merchants\' feedback, please <a href="#" onclick="surveyAction(\'yes\'); return false;">take our survey</a> to provide insight on the features you would like included in Magento. <a href="#" onclick="surveyAction(\'no\'); return false;">Remove this notification</a>","We appreciate our merchants\' feedback, please <a href="#" onclick="surveyAction(\'yes\'); return false;">take our survey</a> to provide insight on the features you would like included in Magento. <a href="#" onclick="surveyAction(\'no\'); return false;">Remove this notification</a>"
"We\'re in our typing table, coding away more features for Magento. Thank you for your patience.","Wij zijn druk aan het werk, bezig met het schrijven van nieuwe functies van Magento. Bedankt voor uw geduld."
"Web Section","Sectie Web"
"Web Services","Web Services"
"Web services","Web services"
"Website","Website"
"What is this?","Wat is dit?"
"Wishlist Report","Verlanglijst-rapport"
"Wishlist item is not loaded.","Verlanglijst product is niet geladen."
"Wrong account specified.","Verkeerd opgegeven rekening."
"Wrong billing agreement ID specified.","Onjuiste ID voor factuurovereenkomst gespecificeerd."
"Wrong column format.","Onjuist kolomformaat."
"Wrong newsletter template.","Onjuist nieuwsbriefsjabloon."
"Wrong quote item.","Verkeerde quote item."
"Wrong tab configuration.","Onjuiste tab-configuratie."
"Wrong tag was specified.","Onjuiste tag gespecificeerd."
"Wrong transaction ID specified.","Onjuiste transactie-ID gespecificeerd."
"XML","XML"
"XML data is invalid.","XML data is ongeldig."
"XML object is not instance of "Varien_Simplexml_Element".","XML object is not instance of "Varien_Simplexml_Element"."
"YTD","Vanaf begin dit jaar"
"Year","Jaar"
"Yes","Ja"
"Yes (301 Moved Permanently)","Ja (301 Permanent verhuisd)"
"Yes (302 Found)","Ja (302 gevonden)"
"Yes (only price with tax)","Ja (alleen prijzen incl. BTW)"
"You cannot delete your own account.","U kan niet uw eigen account verwijderen"
"You have %s unread message(s).","U heeft %s ongelezen boodschap(pen)."
"You have %s unread message(s). <a href="%s">Go to messages inbox</a>.","U heeft %s ongelezen bericht(en). <a href="%s">Ga naar inbox</a>."
"You have %s, %s and %s unread messages. <a href="%s">Go to messages inbox</a>.","U heeft %s, %s en %s ongelezen berichten. <a href="%s">Ga naar inbox</a>."
"You have logged out.","U bent afgemeld."
"You have not enough permissions to use this functionality.","U heeft onvoldoende rechten om deze functionaliteit te gebruiken."
"You must have JavaScript enabled in your browser to utilize the functionality of this website.","Om deze website correct te laten werken, dient JavaScript in uw browser ingeschakeld te zijn"
"You need to specify order items.","U dient de orderitems te specificeren."
"You will need to wait when the action ends.","U zult moeten wachten wanneer de actie afgelopen."
"Your answers contain duplicates.","Uw antwoord bevat duplicaten."
"Your password has been updated.","Uw wachtwoord is bijgewerkt."
"Your password reset link has expired.","Uw wachtwoord reset link is verlopen."
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","De PHP-instellingen van uw server staan niet toe om files  te uploaden die groter zijn dan %s. Wijzig de waarden van post_max_size (nu %s) en upload_max_filesize (nu %s) in php.ini als u grotere files wilt uploaden."
"Your web server is configured incorrectly. As a result, configuration files with sensitive information are accessible from the outside. Please contact your hosting provider.","Uw webserver is onjuist geconfigureerd. Daardoor zijn configuratiebestanden met gevoelige informatie ook toegankelijk voor buitenstaanders. Neem contact op met uw hostingprovider."
"Zip/Postal Code","Postcode"
"Zip/Postal Code:","Postcode:"
"[ deleted ]","[ verwijderd ]"
"[GLOBAL]","[GLOBAL]"
"[STORE VIEW]","[WINKELZICHT]"
"[WEBSITE]","[WEBSITE]"
"b","b"
"close","Sluiten"
"critical","kritiek"
"example: "sitemap/" or "/" for base path (path must be writeable)","example: "sitemap/" or "/" for base path (path must be writeable)"
"example: sitemap.xml","voorbeeld: sitemap.xml"
"failed","mislukt"
"from","Van"
"major","belangrijk"
"minor","gering"
"notice","ongelezen"
"store(%s) scope","Scope winkel (%s)"
"successful","geslaagd"
"to","naar"
"website(%s) scope","Scope website(%s)"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. It is highly recommended to change this value in your Magento <a href="%s">configuration</a>.","{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. It is highly recommended to change this value in your Magento <a href="%s">configuration</a>."
